id,id_kompetisi,capaian,skala_kompetisi,kategori_peserta,waktu_selesai,last_update,waktu_mulai,nama_kegiatan,jenis_kegiatan,lembaga_penyelenggara,kategori_capaian,kategori_penghargaan,is_pusprenas,status_validasi
9160,0B19A16C-2A4C-464B-8474-B77BC417D4B6,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,LIGA PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9161,EADD4BEC-9182-44B4-9C3A-BFE37386C5FA,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9162,BAB19836-7CC3-462B-A712-C56C66CBF040,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9163,5093E50A-BD1D-48F7-BCD2-D1D7DE9D17F0,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9164,46724BEE-37A1-4DCF-BF92-D6414AF5C0DE,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9165,E16AE8DC-D45D-4B41-8B24-DC447C65E0C2,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM Nasional,Program Kreativitas Mahasiswa (PKM),Kemendikbud,Apresiasi,Apresiasi,1,2
9166,3DD82B6F-C13D-4051-AC2A-F525ED12BDC5,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM 2023,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember (ITS),Apresiasi,Apresiasi,1,2
9167,35C632A7-8010-405B-891B-F93CE21EDCAE,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
9168,F466C84A-77D1-4816-A764-F94C9F1B1293,Peserta Liga PKM ITS,Regional,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9169,FECB909A-E93E-4E37-BD44-FD1ACEC3D1D0,Peserta Liga PKM ITS,Lokal,Kelompok,2023-02-15,2023-12-22,2023-01-25,Liga PKM,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember Surabaya,Apresiasi,Apresiasi,1,2
9170,4C602FD6-DA32-4D62-8ED3-C2FC77430F41,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,LIGA PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),INSTITUT TEKNOLOGI SEPULUH NOPEMBER SURABAYA,Apresiasi,Apresiasi,1,2
9171,E932C5E6-879C-4F3F-BBC8-EC571F922E4D,Peserta Liga PKM ITS,Lokal,Kelompok,2021-06-30,2023-12-22,2021-06-08,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),its,Apresiasi,Apresiasi,1,2
9172,82EDE582-B889-4A3B-B9B0-86A309967E05,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,LIGA PKM 2023,Program Kreativitas Mahasiswa (PKM),Kesatria Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9173,4D14BBA0-A493-4539-93EA-88DFA9466F12,Juara 1/emas,Internasional,Kelompok,2023-02-14,2023-12-22,2023-02-10,Asean Innovative Science Environment and Entrepreneur Fair (AISEEF) 2023,Lomba Mandiri atau Umum,Indonesian Young Scientist Association (IYSA) dan Fakultas Teknik Universitas Diponegoro,Juara,Juara 1,0,2
9174,6709669B-67A6-427C-B38F-919441473935,Upload proposal ke SIM BELMAWA,Lokal,Individu,2023-06-25,2023-12-22,2023-01-26,Liga PKM,Program Kreativitas Mahasiswa (PKM),Ditmawa,Apresiasi,Apresiasi,1,2
9175,8CFC4D1A-2AC6-44AA-98C5-B6CDF674FF82,Peserta Liga PKM ITS,Lokal,Individu,2023-04-03,2023-12-22,2022-02-06,LIGA PKM ITS 2022,Program Kreativitas Mahasiswa (PKM),Liga PKM ITS,Apresiasi,Apresiasi,1,2
9176,CAFBC425-E494-4EF2-964C-D65555332734,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-17,2023-12-22,2021-01-25,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9177,7053E1FF-BE80-4A74-BD7F-E1ABEAFF15A2,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9178,9431200F-4115-46C7-A2B8-F608AF9308A0,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2023-03-15,2023-12-22,2023-01-20,Program Kreativitas Mahasiswa Pengabdian Masyarakat 2023,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9179,F9D117DE-7444-4EE8-B734-D94FA7349F0F,Peserta,Lokal,Individu,2023-05-10,2023-12-22,2023-05-10,INDONESIA FOOTWEAR CREATIVE COMPETTION,Lomba Mandiri atau Umum,BALAI PEMBERDAYAAN INDUSTRI PERSEPATUAN INDONESIA,Apresiasi,Apresiasi,0,2
9180,B322FD05-7C65-4413-A013-07686B8FB7D7,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Program Kreativitas Mahasiswa (PKM) 2023,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9181,6759A9F7-D890-4C2C-ACD7-0A73EDEF1F05,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-14,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9182,AA0A9E1D-ED10-467A-B041-1733BDED4BEB,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2023-03-31,2023-12-22,2023-01-01,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember Surabaya,Apresiasi,Apresiasi,1,2
9183,5433BED2-C592-4706-AD6D-33CD932274E5,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Instititut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9184,2182625E-E608-495E-93E1-3674619E1C6D,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-26,2023-12-22,2023-01-26,PKM RE,Program Kreativitas Mahasiswa (PKM),(Belmawa) (Kemdikbudristek),Apresiasi,Apresiasi,1,2
9185,BF0AB9C0-D961-4BEE-A194-41BBBB008538,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-01,2023-12-22,2023-01-01,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9186,E6CF515B-1CD7-492A-B4F1-5E476D7AA0FB,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-21,2023-12-22,2021-02-08,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan,Apresiasi,Apresiasi,1,2
9187,409183F6-0254-40A4-A4D9-67D6E894D92F,Peserta Liga PKM ITS,Lokal,Kelompok,2022-04-03,2023-12-22,2022-02-06,Liga PKM ITS 2022,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
9188,FE38E3AC-D5BB-41E4-98B9-76E74BBFD5ED,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
9189,F181D25F-39B4-4858-AC7C-897703CF6C6E,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9190,2FB7337F-AE68-4A78-9515-8E87868DF1F9,Juara harapan,Lokal,Kelompok,2021-12-18,2023-12-22,2021-11-08,MABA CUP,Lomba Mandiri atau Umum,LEMBAGA MINAT BAKAT ITS,Apresiasi,Apresiasi,0,2
9191,121C0717-1801-490A-9FCA-930D7498C4E5,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9192,3710B3C4-F4CB-49CB-9B92-AE9219C1C28A,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
9193,4312A67F-6EA2-4165-BCA9-B890227C6668,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9194,DB146608-CEC3-4837-AA67-F11200187AF6,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,LIGA PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),DIREKTORAT KEMAHASISWAAN INSTITUT TEKNOLOGI SEPULUH NOPEMBER,Apresiasi,Apresiasi,1,2
9195,BA941A22-1424-4FA0-8806-F14EFE3851A6,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-03,2023-12-22,2023-01-14,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9196,FB4DF539-86DF-4A04-A74C-F6C3E95EB5D5,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9197,BBBA5ACE-2681-4C6D-8E3C-F77D0CBEB7AD,Peserta Liga PKM ITS,Lokal,Individu,2022-04-03,2023-12-22,2022-02-06,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9198,650968DB-7954-47BC-BFBB-F84FED7A4FF5,Peserta Liga PKM ITS,Lokal,Kelompok,2023-06-18,2023-12-22,2023-02-03,Liga PKM 2023,Program Kreativitas Mahasiswa (PKM),"Direktorat Pembelajaran dan Kemahasiswaan Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Apresiasi,Apresiasi,1,2
9199,65941AA7-6488-458E-A3A7-218239C5F7ED,Peserta,Nasional,Kelompok,2023-07-10,2023-12-22,2023-05-08,Inovasi Pangan Lokal Nasional (IPLN),Lomba Mandiri atau Umum,Universitas Trunojoyo Madura,Apresiasi,Apresiasi,0,2
9200,3B560556-5C9A-41ED-82AC-254A85309650,Juara 3/perunggu,Regional,Individu,2023-07-17,2023-12-22,2023-07-16,Pekan Olahraga Mahasiswa Provinsi Jawa Timur 2023 Cabang Olahraga Taekwondo,Olahraga,BAPOMI JAWA TIMUR,Juara,Juara 3,0,2
9201,D4B27F4E-C603-4036-9E58-59C8D8A8736F,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-26,2023-12-22,2023-01-26,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
9202,24A3425C-8FB1-42BD-AA62-6A99027C43AF,Peserta,Internasional,Individu,2023-05-14,2023-12-22,2023-05-11,Indonesia MUN 2023,Lomba Mandiri atau Umum,UI MUN Club,Apresiasi,Apresiasi,0,2
9203,BFAF51A2-4AB0-490C-B1CF-6B899E2FA95C,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,LIGA PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9204,A86E51BD-8475-416D-835F-893E340B9A58,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9205,CC25B316-E16F-4933-91A5-A150BE52F66D,Upload proposal ke SIM BELMAWA,Nasional,Kelompok,2023-03-03,2023-12-22,2023-01-14,Program Kreativitas Mahasiswa (PKM) 2023,Program Kreativitas Mahasiswa (PKM),Belmawa dan Kemdikbudristek,Apresiasi,Apresiasi,1,2
9206,907BC528-8935-40A2-87E6-B2C0C87696DE,Peserta Liga PKM ITS,Lokal,Kelompok,2022-04-03,2023-12-22,2022-02-06,Liga PKM ITS 2022,Program Kreativitas Mahasiswa (PKM),DITMAWA,Apresiasi,Apresiasi,1,2
9207,E218D096-0B7F-45F5-A6D7-C1C3BC2E57A1,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9208,829CF0A8-EF36-4DB4-AB1C-D14B06D7E63C,Peserta Liga PKM ITS,Lokal,Kelompok,2023-02-16,2023-12-22,2023-01-04,Program Kreativitas Mahasiswa Riset Sosial Humaniora (PKM-RSH),Program Kreativitas Mahasiswa (PKM),Kementerian Pendidikan Kebudayaan Riset dan Teknologi,Apresiasi,Apresiasi,1,2
9209,580770E1-48E7-48F3-8A8B-D76FD5E2E9A3,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9210,5A37B328-110F-4F54-8A8B-EAB23430CA66,Proposal didanai,Lokal,Kelompok,2023-03-03,2023-12-22,2023-01-14,Liga Program Kreatifitas Mahasiswa (PKM) ITS 2023,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9211,F41018CD-E76C-42B0-9812-F33DAF5A7A05,Peserta,Internasional,Individu,2023-07-09,2023-12-22,2023-07-07,President MUN 2023,Lomba Mandiri atau Umum,President University MUN Club,Apresiasi,Apresiasi,0,2
9212,0A89AE17-70EC-479B-9C9B-058E53FE8AB1,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9213,BBBD8ECB-5CE3-4C04-9132-5A369B6A6581,Peserta,Nasional,Individu,2023-07-10,2023-12-22,2023-07-08,Olimpiade Sains Pelajar Nasional,Lomba Mandiri atau Umum,saintech.id,Apresiasi,Apresiasi,0,2
9214,89E96FBF-2CFE-4768-8EB7-655E76704EF3,Peserta Liga PKM ITS,Lokal,Kelompok,2023-04-03,2023-12-22,2023-02-06,Pekan Kreativitas Mahasiswa 2022,Program Kreativitas Mahasiswa (PKM),Ditjen Diktiristek RI,Apresiasi,Apresiasi,1,2
9215,EA876644-1BC1-4AF6-A5DC-7C72DF822575,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,PKM Pengabdian Kepada Masyarakat,Program Kreativitas Mahasiswa (PKM),Liga PKM ITS,Apresiasi,Apresiasi,1,2
9216,4F6A75BF-6BBE-435C-883C-F6B23779916C,Peserta Liga PKM ITS,Lokal,Individu,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
9217,F824AD02-C6A4-43CC-9D81-F6D2AC4DC405,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga Program Kreativitas Mahasiswa,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9218,9C784AD9-7637-4BD6-9306-DB2DE194112F,Juara 3/perunggu,Nasional,Kelompok,2023-07-24,2023-12-22,2023-05-02,Architecture design week competition,Lomba Mandiri atau Umum,Universitas Tarumanegara,Juara,Juara 3,0,2
9219,DF44FA50-7283-4718-9C9D-DEE5BB1D1030,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2022,Program Kreativitas Mahasiswa (PKM),DITMAWA ITS,Apresiasi,Apresiasi,1,2
9220,F43B2D66-9575-41B4-A872-DF9C9049AACB,Peserta Liga PKM ITS,Lokal,Kelompok,2023-04-03,2023-12-22,2023-02-06,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9221,E9E58A5A-0D26-4B23-998D-E49CA03CFD0B,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Program Kreativitas Mahasiswa (PKM) Gagasan Futuristik Tertulis (GFT),Program Kreativitas Mahasiswa (PKM),"Pusat Prestasi Nasional, Kementerian Pendidikan dan Kebudayaan",Apresiasi,Apresiasi,1,2
9222,D85B60C2-7DB6-46EC-8137-ED4873E9643D,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM 2023,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
9223,4A418CE5-3408-4CB6-B551-F6C672CDC802,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-23,2023-12-22,2021-02-02,Program Kreativitas Mahasiswa (PKM),Program Kreativitas Mahasiswa (PKM),Kemendikbud,Apresiasi,Apresiasi,1,2
9224,5E4345C7-3B20-487C-BC8E-F793CC478010,Proposal didanai,Nasional,Individu,2023-03-25,2023-12-22,2023-01-26,LIGA PKM,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9225,34406BA1-795C-43D0-BDB8-06C35B9456E1,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Direktur Kemahasiswaan Institut Teknologi Sepuluh Nopembe,Apresiasi,Apresiasi,1,2
9226,EC53A483-A777-4646-A8D6-2FF128F4B41C,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-14,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
9227,599FE927-D2DD-48ED-8ED0-301A91EFF397,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9228,E9E84254-D845-4F97-A867-5063E5EF7469,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM 2023,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan,Apresiasi,Apresiasi,1,2
9229,DDD4A1C6-DD96-4E2B-AE77-5213948BD98E,Peserta,Lokal,Individu,2022-11-10,2023-12-22,2022-11-05,EVENT MABA CUP,Olahraga,KETUA LEMBAGA MINAT BAKAT ITS,Apresiasi,Apresiasi,0,2
9230,D12925A1-3640-4514-B42A-67400391D368,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9231,C11B3F82-B2B7-49B8-8398-8D40578A6EEC,Peserta dengan pengakuan/apresiasi,Nasional,Individu,2022-11-12,2023-12-22,2022-11-05,Sanata Dharma Calculus League (Sadhar CalL),Lomba Mandiri atau Umum,Sanata Dharma,Apresiasi,Apresiasi,0,2
9232,7204FA12-991C-455F-9C62-9D0A70CFE91F,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,LIGA PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9233,4890ABE0-DFF4-4F20-A91C-B67ADE88DA75,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2023-06-16,2023-12-22,2023-03-03,PKM-K,Program Kreativitas Mahasiswa (PKM),Kementrian Pendidikan dan Budaya,Apresiasi,Apresiasi,1,2
9234,CCBE7F5E-1541-4E9E-8349-BAD85F61C129,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9235,37BA24B9-7031-45FD-8319-CE8703E8F268,Peserta Liga PKM ITS,Lokal,Kelompok,2022-04-03,2023-12-22,2022-02-06,Liga PKM ITS 2022,Program Kreativitas Mahasiswa (PKM),"Direktorat Pembelajaran dan Kemahasiswaan Kementerian Pendidikan, Kebudayaan, Riset dan Teknologi",Apresiasi,Apresiasi,1,2
9236,F680A63E-0D20-4C1A-87F4-DD58C96C382A,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9237,3C9BADCC-6D0D-4C3B-877E-0BACAA470717,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2023-06-16,2023-12-22,2023-01-27,Pekan Kreativitas Mahasiswa (PKM) - KI,Program Kreativitas Mahasiswa (PKM),Kemindikbud ristek,Apresiasi,Apresiasi,1,2
9238,0DC8C45A-80C2-489B-89CF-0BB732580190,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Pekan Kreativitas Mahasiswa (PKM),Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
9239,A33FE7CD-8C6D-43D4-AD46-1248B82BAD0F,Peserta Liga PKM ITS,Lokal,Kelompok,2023-02-26,2023-12-22,2023-01-14,PKM (Program Kreativitas Mahasiswa),Program Kreativitas Mahasiswa (PKM),Belmawa dan Kemdikbudristek,Apresiasi,Apresiasi,1,2
9240,CD85C5AB-955B-4C85-A09E-1795929E0AB9,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9241,01F70E6C-0875-4753-BC6F-1BE236B29FD8,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,PKM,Program Kreativitas Mahasiswa (PKM),DITMAWA,Apresiasi,Apresiasi,1,2
9242,11A32B8D-68F4-48B4-9605-1C0AEE097C1D,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Karya Tulis,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9243,C6D26623-7BFE-47F6-9904-2BA949B58165,Peserta dengan pengakuan/apresiasi,Nasional,Kelompok,2023-06-06,2023-12-22,2023-05-06,BRIDGE COMPETITION  2023,Lomba Mandiri atau Umum,6 MEI 2023,Apresiasi,Apresiasi,0,2
9244,DAB839FC-6BCA-435C-B73A-4202621D4C9F,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Sistem Informasi Pembelajaran dan Kemahasiswaan (SIMBELMAWA) PKM,Program Kreativitas Mahasiswa (PKM),Direktorat Jenderal Pendidikan Tinggi Riset dan Teknologi,Apresiasi,Apresiasi,1,2
9245,6BEA962D-02A6-45FA-8F6C-48587BD5F9A6,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Program Kreativitas Mahasiswa - Riset Eksakta (PKM-RE),Program Kreativitas Mahasiswa (PKM),Kementrian Pendidikan dan Kebudayaan,Apresiasi,Apresiasi,1,2
9246,8204644B-483F-43E9-AADF-534352A4218B,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,LIGA PKM 2023,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9247,3118425A-3113-4DFC-ACCE-6609B2EDF58E,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-03-02,PKM-K,Program Kreativitas Mahasiswa (PKM),DIKTIRISTEK KEMENDIKBUD,Apresiasi,Apresiasi,1,2
9248,477DDFE4-738E-46F5-9285-71EEE82B86CE,Juara 1/emas,Nasional,Kelompok,2023-05-20,2023-12-22,2023-05-19,UNY National Information Technology (UNITY)#11 Cabang Lomba UI/UX,Lomba Mandiri atau Umum,UKM REKAYASA TEKNOLOGI UNIVERSITAS NEGERI YOGYAKARTA,Juara,Juara 1,0,2
9249,772AD544-4237-4AC7-8246-764F0E115438,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,PIMNAS,Program Kreativitas Mahasiswa (PKM),Simbelmawa Kemendikbud,Apresiasi,Apresiasi,1,2
9250,CBDBC442-3542-47F6-9B34-77A831D09390,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,LIGA PKM,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
9251,3B283698-14D3-47D9-A8DE-7C9579793F1C,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Direktur Kemahasiswaan,Apresiasi,Apresiasi,1,2
9252,708D204A-1DED-4BF2-90F5-7E16377083FB,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9253,E033CB21-1D22-4A4A-B426-8017F2675200,Juara 3/perunggu,Lokal,Kelompok,2022-10-07,2023-12-22,2022-09-19,DIES NATALIS ITS 62 ITS,Olahraga,ITS,Juara,Juara 3,0,2
9254,7889B21C-3CC6-4F5D-A85A-85F05355342B,Peserta,Nasional,Individu,2023-05-10,2023-12-22,2023-05-10,On The Spot Competition IFCC 2023,Lomba Mandiri atau Umum,Balai Pemberdayaan Industri Persepatuan Indonesia (BPIPI),Apresiasi,Apresiasi,0,2
