id,id_kompetisi,capaian,skala_kompetisi,kategori_peserta,waktu_selesai,last_update,waktu_mulai,nama_kegiatan,jenis_kegiatan,lembaga_penyelenggara,kategori_capaian,kategori_penghargaan,is_pusprenas,status_validasi
1,6E0C8A99-1FC9-416C-A37F-DF5DD58E9BC5,Peserta,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-10,Liga PKM ITS,Lomba Mandiri atau Umum,Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,0,2
2,EC53B5E7-CDCF-4646-967F-EE21E9740C5A,Juara 3/perunggu,Nasional,Kelompok,2021-03-20,2023-12-22,2021-01-15,Kategori Poster National Paper Competition for Dies Natalis 23rd FTP Universitas Brawijaya,Lomba Mandiri atau Umum,Universitas Brawijaya,Juara,Juara 3,0,2
3,1DED383E-77E3-4707-A135-EFA7BA9951C1,Peserta,Nasional,Kelompok,2021-06-19,2023-12-22,2021-05-05,Lomba Karya Tulis Ilmiah Nasional (LKTIN),Lomba Mandiri atau Umum,Himpunan Mahasiswa Teknik Sipil Universitas Veteran Bangun Nusantara Sukoharjo,Apresiasi,Apresiasi,0,2
4,4703BD26-1B72-416E-8141-FCBD0C9ECEEF,Juara 3/perunggu,Nasional,Kelompok,2021-04-06,2023-12-22,2021-02-24,Essay Competition of PPI Musamus III,Lomba Mandiri atau Umum,UKM Penalaran dan Penelitian Ilmiah Universitas Musamus,Juara,Juara 3,0,2
5,039A346B-AD60-470E-AE69-FF1B5FD4E3C9,Peserta,Nasional,Kelompok,2021-11-07,2023-12-22,2021-05-24,Kompetisi Jembatan Indonesia ke-16 (KJI XVI),Kompetisi Jembatan Indonesia (KJI),Puspresnas,Apresiasi,Apresiasi,1,2
6,614CB4AA-379B-46E5-9891-FFA68BE0AF09,Proposal didanai,Nasional,Kelompok,2021-09-20,2023-12-22,2021-05-14,Pekan Kreativitas Mahasiswa Kewirausahaan,Program Kreativitas Mahasiswa (PKM),Dirjen Kemeristekdikti,Apresiasi,Apresiasi,1,2
7,4D86826B-6F26-4D89-84A0-02D8D680C259,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
8,53D97DDB-14C3-40D8-B1D5-056A4A57C122,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-10,2023-12-22,2021-03-02,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
9,DF5D5B95-8D76-4992-ADAB-0C086A098F19,Peserta Liga PKM ITS,Lokal,Individu,2021-03-21,2023-12-22,2021-03-02,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
10,9FA4EB91-68D6-4972-B6B7-20B491AC307E,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-17,2023-12-22,2021-02-08,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
11,E222D3B1-0496-443E-9B53-2853D8C6C13E,Peserta Liga PKM ITS,Lokal,Kelompok,2021-02-28,2023-12-22,2021-02-03,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),DITMAWA ITS,Apresiasi,Apresiasi,1,2
12,77BB4C44-F34C-4939-8C4E-2FCD9D2F1157,Upload proposal ke SIM BELMAWA,Lokal,Individu,2021-04-17,2023-12-22,2021-03-11,Liga PKM,Program Kreativitas Mahasiswa (PKM),Ksatria 10 Nopember dan Ditmawa ITS,Apresiasi,Apresiasi,1,2
13,B521A486-15F7-476F-BFF7-4292BDAD55A8,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-17,2023-12-22,2021-02-11,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
14,62447608-FCFE-419E-82E4-478843B4B3E2,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-10,2023-12-22,2021-01-22,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
15,61600B6D-CE3D-4E68-8018-4B82B2A0E09C,Upload proposal ke SIM BELMAWA,Lokal,Kelompok,2021-03-10,2023-12-22,2021-01-22,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
16,46654DF0-9353-4A51-95EA-780401AC131F,Proposal didanai,Nasional,Kelompok,2021-04-17,2023-12-22,2021-02-08,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
17,510DE1F0-A71E-46EE-B0A5-9AC5C0140997,Upload proposal ke SIM BELMAWA,Nasional,Kelompok,2021-03-21,2023-12-22,2021-02-10,PKM,Program Kreativitas Mahasiswa (PKM),Kemdikbud,Apresiasi,Apresiasi,1,2
18,F3885C2F-4465-493A-98D3-C5BB3D8BA908,Peserta Liga PKM ITS,Lokal,Individu,2021-04-17,2023-12-22,2021-03-11,Liga PKM,Program Kreativitas Mahasiswa (PKM),Ksatria 10 Nopember dan Ditmawa ITS,Apresiasi,Apresiasi,1,2
19,D947F634-AD29-4593-A651-D1CCCF5B1EE9,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-17,2023-12-22,2021-02-08,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
20,54B64636-6E5D-47AD-86A3-F1C0284D7A32,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
21,F7F120DB-EC2C-496E-86B2-F7C572CD7BE4,Proposal didanai,Nasional,Kelompok,2021-03-21,2023-12-22,2021-02-10,Program Kreativitas Mahasiswa Gagasan Futuristik Konstruktif (PKM-GFK),Program Kreativitas Mahasiswa (PKM),"Kementrian Riset, Teknologi, dan Pendidikan Tinggi Republik Indonesia",Apresiasi,Apresiasi,1,2
22,239DD20E-9480-4DF1-82E1-001D6CC05769,Juara 3/perunggu,Nasional,Individu,2023-11-03,2023-12-22,2023-10-18,Tennovex 2023 - Poster,Lomba Mandiri atau Umum,DIKST ITS x DKV ITS,Juara,Juara 3,0,2
23,6B14EFA4-73AA-4F84-A3C2-5FA77D819A07,Juara 1/emas,Nasional,Individu,2021-07-14,2023-12-22,2021-06-08,Lomba Desain Poster Museum Olahraga Nasional,Lomba Mandiri atau Umum,Kementerian Pemuda dan Olahraga - Museum Olahraga Nasional,Juara,Juara 1,0,2
24,5F9E964F-9026-4E7B-B18D-97C8AE051614,Finalis,Nasional,Kelompok,2021-09-25,2023-12-22,2021-07-01,National Business Plan Competition 2021,Kompetisi Bisnis Mahasiswa Indonesia (KBMI),HMJ Matematika FMIPA Universitas Negeri Surabaya,Apresiasi,Apresiasi,1,2
25,32A1D536-84DF-4676-8710-00762D6070F8,Peserta Liga PKM ITS,Lokal,Kelompok,2023-06-16,2023-12-22,2023-01-14,Liga PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
26,2C760290-413D-43AC-A682-B71A02C92E46,Juara 1/emas,Nasional,Individu,2021-06-25,2023-12-22,2021-05-31,Rakerwill Jeswill,Lomba Mandiri atau Umum,Universitas Islam Lamongan,Juara,Juara 1,0,2
27,AE609943-B47A-4750-9454-02154018FDB2,Peserta Liga PKM ITS,Lokal,Kelompok,2022-04-03,2023-12-22,2022-01-20,LIGA PKM ITS 2022,Program Kreativitas Mahasiswa (PKM),DITMAWA,Apresiasi,Apresiasi,1,2
28,05B6E05D-A2DD-458C-9087-021F381D05C0,Peserta Liga PKM ITS,Lokal,Kelompok,2022-04-03,2023-12-22,2022-02-06,Liga PKM ITS 2022,Program Kreativitas Mahasiswa (PKM),"Institut Teknologi Sepuluh Nopember, Tim Satgas PKM (DITMAWA ITS)",Apresiasi,Apresiasi,1,2
29,A7A63594-04D9-4790-815A-A7C98D1A8F3F,Juara 1/emas,Nasional,Individu,2021-09-30,2023-12-22,2021-08-16,Musabaqah Tilawatil Qur'an Mahasiswa Nasional ULM Cabang 20 juz,Musabaqah Tilawatil Qur’an Mahasiswa Nasional (MTQMN),Universitas Lambung Mangkurat (ULM),Juara,Juara 1,1,2
30,230CDB10-E8E9-4F1D-83D5-D8C80617799D,Juara 2/perak,Regional,Individu,2021-08-29,2023-12-22,2021-07-05,Cephalography,Lomba Mandiri atau Umum,Fakultas Kedokteran Universitas Syiah Kuala,Juara,Juara 2,0,2
31,AB24AC1C-6915-4281-91A6-04C29CFE39C3,Finalis,Nasional,Kelompok,2023-08-24,2023-12-22,2023-08-20,Statistic Infographic Competition,Satria Data,"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Apresiasi,Apresiasi,1,2
32,84842D1F-BBE2-4DB9-ADD2-056087A41DF1,Peserta Liga PKM ITS,Lokal,Kelompok,2023-03-25,2023-12-22,2023-01-26,LIGA PKM ITS 2023,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
33,AC17D255-14F2-4731-8595-0AF5AA425FCB,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-03-02,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan,Apresiasi,Apresiasi,1,2
34,EBC27FFF-7BA9-4182-9641-0BB103397451,Peserta Liga PKM ITS,Lokal,Individu,2023-03-25,2023-12-22,2023-01-26,Liga PKM,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
35,8A3C2243-6FDD-4B68-BB95-0C3CF1A7662D,Juara harapan,Nasional,Individu,2023-08-26,2023-12-22,2023-01-02,Lavani Design Competition,Lomba Mandiri atau Umum,Amero Jewelry,Apresiasi,Apresiasi,0,2
36,C2B190E0-F97F-4D35-8F8F-492D250CB82F,Juara 1/emas,Nasional,Individu,2021-09-28,2023-12-22,2021-08-15,CULTIVACO,Lomba Mandiri atau Umum,Institut Pertanian Bogor,Juara,Juara 1,0,2
37,9BEB29B8-EA2C-445C-BF52-0EC935726BB9,Juara 3/perunggu,Nasional,Kelompok,2023-11-12,2023-12-22,2023-08-01,Bioversary 2023,Lomba Mandiri atau Umum,Institut Pertanian Bogor,Juara,Juara 3,0,2
38,29EDF3F1-0B60-496D-8E4C-0FB0259426D7,Finalis,Nasional,Kelompok,2023-10-30,2023-12-22,2023-10-26,KKCTBN - Lomba Pembuatan dan Performa Prototype Leisure Boat Fuel Engine Remote Control,Kontes Kapal Cepat Tak Berawak (KKCTB),PUSAT PRESTASI NASIONAL (PUSPRESNAS),Apresiasi,Apresiasi,1,2
39,CEE13C41-9CB8-465D-9239-E95528BA0585,Juara 3/perunggu,Nasional,Individu,2021-10-10,2023-12-22,2021-10-10,Indonesian Youth Science Competition,Lomba Mandiri atau Umum,Pusat Olimpiade Sains Indonesia,Juara,Juara 3,0,2
40,02A6389E-23C8-462C-B93C-F9210C116C77,Finalis,Nasional,Kelompok,2021-09-10,2023-12-22,2021-09-10,Pi Fair 2021,Lomba Mandiri atau Umum,Badan Pengurus Himpunan Mahasiswa Teknik Perminyakan Universitas Trisakti,Apresiasi,Apresiasi,0,2
41,EA80091C-0982-490F-9B1F-B0F64A2ECD1E,Peserta,Nasional,Kelompok,2021-10-07,2023-12-22,2021-10-04,GEMASTIK,Pagelaran Mahasiswa Bidang TIK (GEMASTIK),PUSPRESNAS,Apresiasi,Apresiasi,1,2
42,FFAC85E7-FAE0-4BE1-9C03-0AF54C7D1668,Proposal didanai,Nasional,Kelompok,2021-09-20,2023-12-22,2021-06-01,Pendanaan Program Kreativitas Mahasiswa (PKM),Program Kreativitas Mahasiswa (PKM),Kementerian Pendidikan dan Kebudayaan,Apresiasi,Apresiasi,1,2
43,92DC0C8D-5D50-4C5D-95BA-2FA680140812,Peserta PIMNAS,Nasional,Kelompok,2021-10-30,2023-12-22,2021-10-22,Pekan Ilmiah Mahasiswa Nasional 34,Program Kreativitas Mahasiswa (PKM),Kementerian Pendidikan dan Kebudayaan (Pusat Prestasi Nasional),Apresiasi,Apresiasi,1,2
44,258A1B10-DA4B-4FC9-AF69-56658F78675A,Juara 3/perunggu,Nasional,Individu,2021-10-11,2023-12-22,2021-08-22,Lomba Membaca Puisi GA ART Nasional HMP GOLDEN AGE PG PAUD UNIVERSITAS JEMBER,Lomba Mandiri atau Umum,UNIVERSITAS JEMBER,Juara,Juara 3,0,2
45,FF1BD268-853B-4C85-A0E2-70F331F5579A,Finalis,Nasional,Kelompok,2021-10-07,2023-12-22,2021-10-04,Pagelaran Mahasiswa Nasional Bidang Teknologi Informasi dan Komunikasi (GEMASTIK),Pagelaran Mahasiswa Bidang TIK (GEMASTIK),Pusat Prestasi Nasional,Apresiasi,Apresiasi,1,2
46,4D342C7A-D924-4D47-9D91-707E6D0BC47A,Juara 2/perak,Regional,Kelompok,2021-09-30,2023-12-22,2021-09-26,Kontes Robot Indonesia Regional Wilayah 2,Kontes Robot Indonesia (KRI),PUSPRESNAS,Juara,Juara 2,1,2
47,9CE32C5C-5CE4-4A54-A9B7-8C13232EFE7C,Peserta,Nasional,Kelompok,2021-09-26,2023-12-22,2021-09-04,CATHOLIC COMMUNITY CUP (3C) 2021,Lomba Mandiri atau Umum,KMK ITS,Apresiasi,Apresiasi,0,2
48,09FDEF4D-C508-4F64-BE83-09B87FA8ED3A,Juara 3/perunggu,Nasional,Kelompok,2021-09-15,2023-12-22,2021-07-31,"Kompetisi Mahasiswa Nasional Bidang Ilmu Bisnis, Manajemen, dan Keuangan (KBMK)","Kompetisi Mahasiswa Nasional Bidang Ilmu Bisnis, Manajemen, dan Keuangan (KBMK)",Pusat Prestasi Nasional Kementerian Pendidikan dan Kebudayaan Republik Indonesia,Juara,Juara 3,1,2
49,CD310B55-28B6-4AF9-9342-B48E3F3C5C2E,Peserta Liga PKM ITS,Lokal,Kelompok,2021-02-28,2023-12-22,2021-02-01,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
50,F081354F-0A32-443E-94AC-B6651034DC64,Peserta Liga PKM ITS,Lokal,Kelompok,2021-02-28,2023-12-22,2021-02-01,Program Kreativitas Mahasiswa,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
51,6C0AC029-82B4-46B5-8800-01763A5C6347,Peserta Liga PKM ITS,Lokal,Kelompok,2021-05-25,2023-12-22,2021-03-04,Liga PKM,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
52,846938C1-5796-4130-BECE-03FEF062A954,Proposal didanai,Nasional,Kelompok,2021-05-05,2023-12-22,2021-02-08,PKM,Program Kreativitas Mahasiswa (PKM),Belmawa Dikti,Apresiasi,Apresiasi,1,2
53,540EE44D-7BA6-470A-98B4-074B7AE9E0B9,Peserta,Nasional,Kelompok,2021-05-29,2023-12-22,2020-11-02,Analisis Transportasi Civil National Expo (CNE) 2021,Lomba Mandiri atau Umum,Universitas Tarumanagara,Apresiasi,Apresiasi,0,2
54,EFE4D448-1DC4-4E6C-BA1E-08C3E5E30997,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-08,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
55,F80965DA-B954-40FA-AE81-0A49F84B8195,Peserta Liga PKM ITS,Lokal,Kelompok,2021-05-25,2023-12-22,2021-02-01,LIGA PKM 2021,Program Kreativitas Mahasiswa (PKM),INSTITUT TEKNOLOGI SEPULUH NOPEMBER,Apresiasi,Apresiasi,1,2
56,65395151-8368-47C8-AAAE-0E4ABE0B880E,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-10,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
57,2B9BBC0D-7764-4D97-9B1A-0E777BF1D1A3,Peserta Liga PKM ITS,Regional,Kelompok,2021-03-21,2023-12-22,2021-02-22,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
58,AE9855C1-53B2-4473-B9E4-0F8B8B585433,Peserta,Lokal,Kelompok,2021-06-06,2023-12-22,2021-06-06,Calculus Cup,Lomba Mandiri atau Umum,HIMATIKA ITS,Apresiasi,Apresiasi,0,2
59,C15C7351-F622-4657-B6E9-124295637FEA,Peserta Liga PKM ITS,Lokal,Individu,2021-03-20,2023-12-22,2021-02-10,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
60,28BE4464-955F-4D1F-813E-16CD9B5444A0,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-09,Liga PKM ITS PKM-GT Tahun 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Jenderal Pendidikan Tinggi (Dikti),Apresiasi,Apresiasi,1,2
61,23BD9A90-D208-43C0-839C-1A42C84D48AF,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-01,2023-12-22,2021-02-01,LIGA PKM,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
62,9019C17F-E195-4B10-82AA-1EF26B45A263,Peserta Liga PKM ITS,Lokal,Kelompok,2021-02-28,2023-12-22,2021-02-24,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
63,2CE5FD97-F488-4580-BD95-1EFCA67B9166,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-17,2023-12-22,2021-02-08,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
64,5FF4E966-0B10-4F20-9DEF-2212E5D6AB0E,Peserta Liga PKM ITS,Lokal,Individu,2021-03-31,2023-12-22,2021-02-01,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
65,403AEE7F-2E1B-49D5-97B3-22E0D545B72A,Peserta Liga PKM ITS,Lokal,Kelompok,2021-05-06,2023-12-22,2020-12-20,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),KEMENDIKBUD - RISTEK,Apresiasi,Apresiasi,1,2
66,B918BF94-A202-432F-A174-233A151D52CD,Proposal didanai,Nasional,Kelompok,2021-10-10,2023-12-22,2021-02-17,Program Kreativitas Mahasiswa - Pengabdian Masyarakat (PKM-PM),Program Kreativitas Mahasiswa (PKM),Kementerian Riset dan Teknologi Republik Indonesia,Apresiasi,Apresiasi,1,2
67,54DD352E-CEBB-41D4-8DE1-23B4AF4C2E3A,Upload proposal ke SIM BELMAWA,Nasional,Kelompok,2021-03-31,2023-12-22,2021-02-01,Program Kreativitas Mahasiswa (PKM) Tahun 2021,Program Kreativitas Mahasiswa (PKM),"Kementrian Pendidikan, Kebudayaan, Riset, dan Teknologi",Apresiasi,Apresiasi,1,2
68,F3C0EC65-541A-45DA-8780-23EEC6C2705D,Upload proposal ke SIM BELMAWA,Nasional,Kelompok,2021-03-23,2023-12-22,2021-02-02,Upload Proposal PKM-KC ke SIMBELMAWA,Program Kreativitas Mahasiswa (PKM),"Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi Republik Indonesia",Apresiasi,Apresiasi,1,2
69,E86FD3FE-05D4-441A-BF51-251C1AA0E83A,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,Program Kreativitas Mahasiswa,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember Surabaya,Apresiasi,Apresiasi,1,2
70,F74BB2F6-9A2E-432E-86C7-283314942302,Peserta Liga PKM ITS,Lokal,Individu,2021-08-06,2023-12-22,2021-02-27,Liga PKM,Program Kreativitas Mahasiswa (PKM),Ristekdikti,Apresiasi,Apresiasi,1,2
71,48161351-B6B1-4CEF-8E5F-28A114B4BA8D,Peserta,Internasional,Individu,2021-03-01,2023-12-22,2021-01-17,Competition of QUARANTINE ARTS (QUARTS) 2021,Lomba Mandiri atau Umum,ISS Indonesia - Universiti Teknologi Malaysia,Apresiasi,Apresiasi,0,2
72,05ED94B2-EB99-4DD0-A33B-2934B42B2F02,Upload proposal ke SIM BELMAWA,Nasional,Kelompok,2021-02-28,2023-12-22,2021-02-08,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Ditmawa,Apresiasi,Apresiasi,1,2
73,4B1FBEE0-C670-44FE-ACFF-29CB8B508348,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-09,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Kemendikbud ITS,Apresiasi,Apresiasi,1,2
74,5C0B2B3B-B4D1-4BAA-9C19-2D6CD779CC71,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-17,2023-12-22,2021-04-17,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),INSTITUT TEKNOLOGI SEPULUH NOPEMBER,Apresiasi,Apresiasi,1,2
75,7F8BE8AE-0564-4D46-8205-2D865F7A0A00,Peserta Liga PKM ITS,Lokal,Kelompok,2021-02-22,2023-12-22,2021-02-08,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Kemahasiswaan ITS,Apresiasi,Apresiasi,1,2
76,94334CFE-BED5-4B05-981F-2E24A696BEA8,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-01,2023-12-22,2021-01-27,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
77,47BDC035-AD40-417D-8C23-2E35A673BECE,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-03,Liga pkm,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
78,84E58B1D-0ACE-4F73-AEE9-322DF5B69F41,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,Liga PKM ITS,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
79,C932BB47-5B62-4699-B352-3469C6162BB1,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-03,Liga PKM,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
80,4D802B7C-0605-4511-92FF-3DED3C118216,Peserta Liga PKM ITS,Lokal,Kelompok,2021-05-25,2023-12-22,2021-02-01,Liga Program Kreativitas mahasiswa (PKM) 2021,Program Kreativitas Mahasiswa (PKM),INSTITUT TEKNOLOGI SEPULUH NOPEMBER,Apresiasi,Apresiasi,1,2
81,BF4BBF84-4379-4A8E-90B1-40A1390359FD,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-09,Liga PKM ITS PKM-GFK Tahun 2021,Program Kreativitas Mahasiswa (PKM),Direktorat Jenderal Pendidikan Tinggi (Dikti),Apresiasi,Apresiasi,1,2
82,FFFB281A-685B-46FA-883D-41BF96F8CDF4,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,Liga Program Kreativitas Mahasiswa ITS 2021,Program Kreativitas Mahasiswa (PKM),Kemahasiswaan,Apresiasi,Apresiasi,1,2
83,EFF53F8E-96CE-4AAC-BEA6-42D8091633DF,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-03-02,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
84,5DD4A20F-B661-4B02-97C8-45A9890E6FFE,Upload proposal ke SIM BELMAWA,Nasional,Kelompok,2021-02-26,2023-12-22,2021-02-08,LIGA PKM ITS,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
85,56201ADE-73DA-493E-A62A-460E3EDEB595,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,LIGA PKM,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
86,E5B58F58-91C5-4C2D-89CB-46F6D4D3224A,Proposal didanai,Nasional,Kelompok,2021-09-20,2023-12-22,2021-03-21,Program Kreativitas Mahasiswa (PKM) Kewirausahaan,Program Kreativitas Mahasiswa (PKM),"Kementrian Pendidikan, Kebudayaan, Riset, dan Teknologi Direktorat Jendral Pendidikan Tinggi",Apresiasi,Apresiasi,1,2
87,F2CFE88E-6FA6-494B-84E0-48A5231E7B9A,Peserta Liga PKM ITS,Lokal,Kelompok,2021-04-17,2023-12-22,2021-02-10,Liga Program Kreativitas Mahasiswa (PKM) 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
88,C8B18FC6-574B-46A2-A48C-48BB219312ED,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-13,2023-12-22,2021-02-10,LIGA PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),DITMAWA,Apresiasi,Apresiasi,1,2
89,9BC7A3D9-FF91-4477-86D7-49F42D14FB44,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-19,2023-12-22,2021-01-05,Liga PKM,Program Kreativitas Mahasiswa (PKM),Kemendikbud,Apresiasi,Apresiasi,1,2
90,6FE77553-072D-4F97-BCFA-4A3C93630F36,Peserta,Nasional,Kelompok,2021-06-06,2023-12-22,2021-06-05,TURNAMEN BRIDGE BEREGU ONLINE UBAYA BRIDGE CUP VII,Olahraga,Universitas Surabaya,Apresiasi,Apresiasi,0,2
91,BF73B132-5A61-4218-A7F4-4C14FD4A6ACE,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-31,2023-12-22,2021-02-01,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Institut Teknologi Sepuluh Nopember,Apresiasi,Apresiasi,1,2
92,6BD1441B-BDF5-4550-9AF7-4D93AA77FCE2,Peserta,Nasional,Individu,2021-05-29,2023-12-22,2021-03-04,Bidang Seni Budaya 2021,Lomba Mandiri atau Umum,Universitas Petra Surabaya,Apresiasi,Apresiasi,0,2
93,AAEE5877-BCF8-43B7-8DD2-4E9EC164613B,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-03,Liga PKM,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
94,A0501DD0-481D-4A9F-8FA1-59839FF17F3F,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-02-03,LIGA PKM,Program Kreativitas Mahasiswa (PKM),ITS,Apresiasi,Apresiasi,1,2
95,4F26D1EE-B922-4A40-BA05-5D61160ED701,Proposal didanai,Nasional,Kelompok,2021-09-21,2023-12-22,2021-06-01,PKM Terdanai 2021,Program Kreativitas Mahasiswa (PKM),"Direktorat Jenderal Pendidikan Tinggi Kementerian Pendidikan, Kebudayaan, Riset, dan Teknologi",Apresiasi,Apresiasi,1,2
96,1540250A-C318-4797-8AFE-5D76BC6ACFBD,Peserta Liga PKM ITS,Lokal,Kelompok,2021-03-21,2023-12-22,2021-03-02,Liga PKM ITS 2021,Program Kreativitas Mahasiswa (PKM),Ditmawa ITS,Apresiasi,Apresiasi,1,2
